reservation_c,os_cat,dd,browser_cat,reservation_n,no_of_purchases_last_7_days,day,month,year,Boo,rand,NOP_before_purchase
Non-Purchase,Windows,D,MSIE,0,0,30-Dec-11,01-09-2058,01-09-1960,FALSE,598.7071542,5
Non-Purchase,Windows,D,Chrome,0,0,31-Dec-11,01-10-2058,01-10-1960,FALSE,7.040215277,9
Non-Purchase,Mac,D,Safari,0,0,01-Jan-12,01-11-2058,01-11-1960,FALSE,548.2588007,3
Non-Purchase,iOS,T,Safari,0,0,02-Jan-12,01-12-2058,01-12-1960,FALSE,130.428917,5
Non-Purchase,iOS,T,Chrome,0,0,03-Jan-12,01-01-2059,01-01-1961,FALSE,164.5245321,8
Non-Purchase,iOS,T,Safari,0,0,04-Jan-12,01-02-2059,01-02-1961,FALSE,406.580543,6
Purchase,Windows,D,MSIE,1,0,05-Jan-12,01-03-2059,01-03-1961,FALSE,412.0255765,6
Non-Purchase,Windows,D,Firefox,0,0,06-Jan-12,01-04-2059,01-04-1961,FALSE,535.9849103,20
Non-Purchase,Windows,D,MSIE,0,0,07-Jan-12,01-05-2059,01-05-1961,FALSE,778.3295461,8
Non-Purchase,Windows,D,Chrome,0,0,08-Jan-12,01-06-2059,01-06-1961,FALSE,686.8489324,3
Non-Purchase,Windows,D,MSIE,0,0,09-Jan-12,01-07-2059,01-07-1961,FALSE,530.4101201,2
Non-Purchase,Windows,D,Chrome,0,0,10-Jan-12,01-08-2059,01-08-1961,FALSE,28.43346974,2
Non-Purchase,iOS,T,Safari,0,0,11-Jan-12,01-09-2059,01-09-1961,FALSE,628.7192371,3
Non-Purchase,Windows,D,MSIE,0,0,12-Jan-12,01-10-2059,01-10-1961,FALSE,997.6336069,3
Non-Purchase,Windows,D,MSIE,0,0,13-Jan-12,01-11-2059,01-11-1961,FALSE,520.9953955,6
Non-Purchase,Windows,D,Firefox,0,0,14-Jan-12,01-12-2059,01-12-1961,FALSE,711.8119857,4
Non-Purchase,Windows,D,Chrome,0,0,15-Jan-12,01-01-2060,01-01-1962,FALSE,576.608392,12
Non-Purchase,Mac,D,Safari,0,0,16-Jan-12,01-02-2060,01-02-1962,FALSE,444.877797,4
Non-Purchase,Windows,D,Chrome,0,0,17-Jan-12,01-03-2060,01-03-1962,FALSE,794.5980907,8
Non-Purchase,Windows,D,Chrome,0,0,18-Jan-12,01-04-2060,01-04-1962,FALSE,921.1544801,10
Non-Purchase,iOS,T,Safari,0,0,19-Jan-12,01-05-2060,01-05-1962,FALSE,897.4792895,4
Purchase,Windows,D,MSIE,1,1,20-Jan-12,01-06-2060,01-06-1962,TRUE,418.9141092,8
Non-Purchase,Windows,D,Chrome,0,0,21-Jan-12,01-07-2060,01-07-1962,FALSE,552.9468753,3
Non-Purchase,Windows,D,MSIE,0,0,22-Jan-12,01-08-2060,01-08-1962,FALSE,166.1878461,12
Non-Purchase,Mac,D,Safari,0,0,23-Jan-12,01-09-2060,01-09-1962,FALSE,17.89336462,6
Non-Purchase,iOS,T,Safari,0,0,24-Jan-12,01-10-2060,01-10-1962,FALSE,576.2100174,3
Purchase,Windows,D,MSIE,1,0,25-Jan-12,01-11-2060,01-11-1962,FALSE,740.7171723,7
Non-Purchase,iOS,T,Safari,0,0,26-Jan-12,01-12-2060,01-12-1962,FALSE,9.015462274,6
Non-Purchase,Mac,D,Safari,0,0,27-Jan-12,01-01-2061,01-01-1963,FALSE,0.546892171,8
Non-Purchase,Windows,D,MSIE,0,0,28-Jan-12,01-02-2061,01-02-1963,FALSE,168.1167214,6
Non-Purchase,Windows,D,Firefox,0,0,29-Jan-12,01-03-2061,01-03-1963,FALSE,914.8227601,4
Non-Purchase,Windows,D,MSIE,0,0,30-Jan-12,01-04-2061,01-04-1963,FALSE,21.74651544,3
Non-Purchase,Windows,D,MSIE,0,0,31-Jan-12,01-05-2061,01-05-1963,FALSE,959.7024659,19
Purchase,Mac,D,Safari,1,1,01-Feb-12,01-06-2061,01-06-1963,TRUE,392.5660086,9
Non-Purchase,Windows,D,MSIE,0,0,02-Feb-12,01-07-2061,01-07-1963,FALSE,626.2647483,42
Non-Purchase,Windows,D,Chrome,0,0,03-Feb-12,01-08-2061,01-08-1963,FALSE,996.0860221,2
Non-Purchase,Windows,D,MSIE,0,0,04-Feb-12,01-09-2061,01-09-1963,FALSE,507.0786722,12
Non-Purchase,Windows,D,MSIE,0,0,05-Feb-12,01-10-2061,01-10-1963,FALSE,876.3995229,4
Non-Purchase,Android,T,Others,0,0,06-Feb-12,01-11-2061,01-11-1963,FALSE,819.4853895,2
Non-Purchase,Windows,D,MSIE,0,0,07-Feb-12,01-12-2061,01-12-1963,FALSE,874.7457346,40
Non-Purchase,Windows,D,Chrome,0,0,08-Feb-12,01-01-2062,01-01-1964,FALSE,349.6715658,7
Non-Purchase,Windows,D,Chrome,0,0,09-Feb-12,01-02-2062,01-02-1964,FALSE,397.9061516,8
Non-Purchase,iOS,T,Safari,0,1,10-Feb-12,01-03-2062,01-03-1964,TRUE,74.10186128,2
Non-Purchase,Android,T,Chrome,0,0,11-Feb-12,01-04-2062,01-04-1964,FALSE,830.58816,47
Non-Purchase,Windows,D,Chrome,0,0,12-Feb-12,01-05-2062,01-05-1964,FALSE,836.5951142,2
Non-Purchase,Windows,D,MSIE,0,0,13-Feb-12,01-06-2062,01-06-1964,FALSE,49.23052414,4
Non-Purchase,Windows,D,Chrome,0,0,14-Feb-12,01-07-2062,01-07-1964,FALSE,505.9574866,6
Non-Purchase,Mac,D,Safari,0,0,15-Feb-12,01-08-2062,01-08-1964,FALSE,772.6495859,5
Non-Purchase,Windows,D,Chrome,0,0,16-Feb-12,01-09-2062,01-09-1964,FALSE,703.7876363,6
Non-Purchase,Windows,D,Chrome,0,0,17-Feb-12,01-10-2062,01-10-1964,FALSE,275.9678392,5
Non-Purchase,Windows,D,Chrome,0,0,18-Feb-12,01-11-2062,01-11-1964,FALSE,6.482130933,17
Non-Purchase,iOS,T,Safari,0,0,19-Feb-12,01-12-2062,01-12-1964,FALSE,532.2940307,2
Non-Purchase,Windows,D,MSIE,0,0,20-Feb-12,01-01-2063,01-01-1965,FALSE,355.9878378,4
Non-Purchase,Windows,D,MSIE,0,0,21-Feb-12,01-02-2063,01-02-1965,FALSE,434.8653816,12
Non-Purchase,Windows,D,Chrome,0,0,22-Feb-12,01-03-2063,01-03-1965,FALSE,355.9109994,3
Non-Purchase,Windows,D,MSIE,0,0,23-Feb-12,01-04-2063,01-04-1965,FALSE,367.9693619,19
Non-Purchase,Mac,D,Firefox,0,0,24-Feb-12,01-05-2063,01-05-1965,FALSE,843.1832841,3
Non-Purchase,Mac,D,Chrome,0,0,25-Feb-12,01-06-2063,01-06-1965,FALSE,877.0154059,5
Purchase,Windows,D,Firefox,1,1,26-Feb-12,01-07-2063,01-07-1965,TRUE,834.6997326,8
Non-Purchase,iOS,T,Safari,0,0,27-Feb-12,01-08-2063,01-08-1965,FALSE,402.3995968,2
Non-Purchase,Mac,D,Safari,0,0,28-Feb-12,01-09-2063,01-09-1965,FALSE,431.4273115,3
Non-Purchase,iOS,T,Safari,0,0,29-Feb-12,01-10-2063,01-10-1965,FALSE,867.8117631,3
Non-Purchase,Windows,D,Chrome,0,0,01-Mar-12,01-11-2063,01-11-1965,FALSE,34.78030759,3
Non-Purchase,iOS,T,Chrome,0,0,02-Mar-12,01-12-2063,01-12-1965,FALSE,293.0478356,10
Non-Purchase,iOS,T,Safari,0,0,03-Mar-12,01-01-2064,01-01-1966,FALSE,883.3483001,4
Non-Purchase,iOS,T,Safari,0,0,04-Mar-12,01-02-2064,01-02-1966,FALSE,845.5295232,5
Purchase,Windows,D,MSIE,1,0,05-Mar-12,01-03-2064,01-03-1966,FALSE,696.8190657,24
Non-Purchase,Android,T,Chrome,0,0,06-Mar-12,01-04-2064,01-04-1966,FALSE,386.1074192,4
Non-Purchase,iOS,T,Safari,0,0,07-Mar-12,01-05-2064,01-05-1966,FALSE,165.8841627,5
Non-Purchase,Windows,D,Others,0,1,08-Mar-12,01-06-2064,01-06-1966,TRUE,824.1086145,10
Non-Purchase,Windows,D,Chrome,0,0,09-Mar-12,01-07-2064,01-07-1966,FALSE,256.0287153,5
Non-Purchase,iOS,T,Safari,0,0,10-Mar-12,01-08-2064,01-08-1966,FALSE,532.0082141,21
Non-Purchase,iOS,T,Safari,0,0,11-Mar-12,01-09-2064,01-09-1966,FALSE,231.5075256,7
Non-Purchase,Windows,D,MSIE,0,0,12-Mar-12,01-10-2064,01-10-1966,FALSE,682.8964978,12
Non-Purchase,Windows,D,MSIE,0,0,13-Mar-12,01-11-2064,01-11-1966,FALSE,395.1164115,11
Non-Purchase,Windows,D,MSIE,0,0,14-Mar-12,01-12-2064,01-12-1966,FALSE,145.045705,3
Non-Purchase,Windows,D,Firefox,0,0,15-Mar-12,01-01-2065,01-01-1967,FALSE,927.1836934,17
Non-Purchase,Windows,D,Chrome,0,0,16-Mar-12,01-02-2065,01-02-1967,FALSE,617.5570552,7
Non-Purchase,Windows,D,Chrome,0,0,17-Mar-12,01-03-2065,01-03-1967,FALSE,611.8593414,7
Non-Purchase,Windows,D,MSIE,0,0,18-Mar-12,01-04-2065,01-04-1967,FALSE,360.7006468,3
Non-Purchase,Mac,D,Safari,0,0,19-Mar-12,01-05-2065,01-05-1967,FALSE,973.9973339,3
Non-Purchase,Windows,D,MSIE,0,0,20-Mar-12,01-06-2065,01-06-1967,FALSE,254.1215044,2
Purchase,Windows,D,Chrome,1,1,21-Mar-12,01-07-2065,01-07-1967,TRUE,592.9373939,18
Non-Purchase,Windows,D,MSIE,0,0,22-Mar-12,01-08-2065,01-08-1967,FALSE,270.9333774,3
Non-Purchase,Windows,D,Chrome,0,0,23-Mar-12,01-09-2065,01-09-1967,FALSE,406.0471093,23
Non-Purchase,Windows,D,MSIE,0,0,24-Mar-12,01-10-2065,01-10-1967,FALSE,183.5441533,5
Non-Purchase,iOS,T,Safari,0,0,25-Mar-12,01-11-2065,01-11-1967,FALSE,990.1143998,6
Non-Purchase,iOS,T,Safari,0,0,26-Mar-12,01-12-2065,01-12-1967,FALSE,514.2584914,6
Non-Purchase,Windows,D,MSIE,0,0,27-Mar-12,01-01-2066,01-01-1968,FALSE,225.5917752,4
Non-Purchase,Android,T,Chrome,0,0,28-Mar-12,01-02-2066,01-02-1968,FALSE,622.2600831,5
Non-Purchase,Windows,D,Chrome,0,0,29-Mar-12,01-03-2066,01-03-1968,FALSE,486.8215704,7
Non-Purchase,Mac,D,Chrome,0,0,30-Mar-12,01-04-2066,01-04-1968,FALSE,520.6398946,2
Non-Purchase,Windows,D,Chrome,0,0,31-Mar-12,01-05-2066,01-05-1968,FALSE,56.51940281,2
Non-Purchase,Windows,D,MSIE,0,0,01-Apr-12,01-06-2066,01-06-1968,FALSE,893.4003024,66
Purchase,iOS,T,Safari,1,0,02-Apr-12,01-07-2066,01-07-1968,FALSE,579.5609717,21
Non-Purchase,Windows,D,Chrome,0,0,03-Apr-12,01-08-2066,01-08-1968,FALSE,801.6579349,2
Non-Purchase,Windows,D,Firefox,0,0,04-Apr-12,01-09-2066,01-09-1968,FALSE,223.4474325,3
Non-Purchase,iOS,T,Safari,0,0,05-Apr-12,01-10-2066,01-10-1968,FALSE,309.5838371,8
Non-Purchase,Windows,D,MSIE,0,0,06-Apr-12,01-11-2066,01-11-1968,FALSE,836.2670571,2
Non-Purchase,iOS,T,Safari,0,0,07-Apr-12,01-12-2066,01-12-1968,FALSE,528.2319599,8
Non-Purchase,Windows,D,Chrome,0,0,08-Apr-12,01-01-2067,01-01-1969,FALSE,158.5591777,3
Non-Purchase,Windows,D,MSIE,0,0,09-Apr-12,01-02-2067,01-02-1969,FALSE,200.6832511,8
Purchase,Mac,D,Chrome,1,1,10-Apr-12,01-03-2067,01-03-1969,TRUE,606.6501361,6
Non-Purchase,Windows,D,MSIE,0,0,11-Apr-12,01-04-2067,01-04-1969,FALSE,60.99065992,5
Non-Purchase,Windows,D,Firefox,0,0,12-Apr-12,01-05-2067,01-05-1969,FALSE,531.1954866,2
Non-Purchase,Windows,D,Firefox,0,0,13-Apr-12,01-06-2067,01-06-1969,FALSE,131.4122813,5
Non-Purchase,Windows,D,Chrome,0,0,14-Apr-12,01-07-2067,01-07-1969,FALSE,8.769637436,4
Non-Purchase,iOS,T,Safari,0,0,15-Apr-12,01-08-2067,01-08-1969,FALSE,608.2738415,8
Non-Purchase,Windows,D,MSIE,0,0,16-Apr-12,01-09-2067,01-09-1969,FALSE,634.1284329,7
Non-Purchase,Windows,D,Chrome,0,0,17-Apr-12,01-10-2067,01-10-1969,FALSE,910.0313669,3
Non-Purchase,iOS,T,Safari,0,0,18-Apr-12,01-11-2067,01-11-1969,FALSE,638.2211444,6
Non-Purchase,Windows,D,Chrome,0,0,19-Apr-12,01-12-2067,01-12-1969,FALSE,639.1018522,3
Non-Purchase,Windows,D,Chrome,0,0,20-Apr-12,01-01-2068,01-01-1970,FALSE,850.0908739,2
Non-Purchase,Windows,D,Firefox,0,0,21-Apr-12,01-02-2068,01-02-1970,FALSE,976.3760337,5
Non-Purchase,Windows,D,Chrome,0,0,22-Apr-12,01-03-2068,01-03-1970,FALSE,531.6269923,13
Non-Purchase,Windows,D,MSIE,0,0,23-Apr-12,01-04-2068,01-04-1970,FALSE,647.8958296,3
Non-Purchase,Mac,D,Safari,0,0,24-Apr-12,01-05-2068,01-05-1970,FALSE,934.2050288,2
Non-Purchase,Windows,D,Chrome,0,1,25-Apr-12,01-06-2068,01-06-1970,TRUE,612.3997943,28
Non-Purchase,Windows,D,Chrome,0,1,26-Apr-12,01-07-2068,01-07-1970,TRUE,216.2814053,11
Non-Purchase,Windows,D,Chrome,0,0,27-Apr-12,01-08-2068,01-08-1970,FALSE,823.2815835,92
Non-Purchase,Mac,D,Safari,0,0,28-Apr-12,01-09-2068,01-09-1970,FALSE,110.3386528,2
Non-Purchase,Windows,D,MSIE,0,0,29-Apr-12,01-10-2068,01-10-1970,FALSE,806.0153838,7
Non-Purchase,Windows,D,MSIE,0,0,30-Apr-12,01-11-2068,01-11-1970,FALSE,17.87249218,12
Non-Purchase,iOS,T,Safari,0,0,01-May-12,01-12-2068,01-12-1970,FALSE,267.7461679,2
Non-Purchase,Windows,D,Chrome,0,0,02-May-12,01-01-2069,01-01-1971,FALSE,509.6779399,6
Purchase,Windows,D,Chrome,1,0,03-May-12,01-02-2069,01-02-1971,FALSE,682.3040944,21
Purchase,iOS,T,Safari,1,0,04-May-12,01-03-2069,01-03-1971,FALSE,216.9728518,9
Non-Purchase,iOS,T,Safari,0,0,05-May-12,01-04-2069,01-04-1971,FALSE,992.1427588,4
Non-Purchase,Mac,D,Chrome,0,0,06-May-12,01-05-2069,01-05-1971,FALSE,10.40336521,9
Non-Purchase,Windows,D,MSIE,0,0,07-May-12,01-06-2069,01-06-1971,FALSE,151.859023,5
Non-Purchase,Windows,D,MSIE,0,0,08-May-12,01-07-2069,01-07-1971,FALSE,375.8110159,17
Non-Purchase,Android,T,Chrome,0,0,09-May-12,01-08-2069,01-08-1971,FALSE,38.77123977,8
Non-Purchase,Mac,D,Firefox,0,0,10-May-12,01-09-2069,01-09-1971,FALSE,170.3067692,7
Non-Purchase,Windows,D,MSIE,0,0,11-May-12,01-10-2069,01-10-1971,FALSE,995.765511,5
Non-Purchase,Windows,D,Chrome,0,0,12-May-12,01-11-2069,01-11-1971,FALSE,435.1676162,22
Non-Purchase,Windows,D,MSIE,0,0,13-May-12,01-12-2069,01-12-1971,FALSE,44.32737124,7
Non-Purchase,Windows,D,Chrome,0,0,14-May-12,01-01-2070,01-01-1972,FALSE,904.5117423,6
Non-Purchase,Windows,D,Chrome,0,1,15-May-12,01-02-2070,01-02-1972,TRUE,160.4224433,11
Non-Purchase,Windows,D,Firefox,0,0,16-May-12,01-03-2070,01-03-1972,FALSE,985.8539236,7
Non-Purchase,Windows,D,MSIE,0,0,17-May-12,01-04-2070,01-04-1972,FALSE,44.65267057,4
Non-Purchase,Windows,D,Chrome,0,0,18-May-12,01-05-2070,01-05-1972,FALSE,346.163503,6
Non-Purchase,iOS,T,Safari,0,0,19-May-12,01-06-2070,01-06-1972,FALSE,276.9671325,4
Non-Purchase,Windows,D,Chrome,0,0,20-May-12,01-07-2070,01-07-1972,FALSE,43.70904045,4
Non-Purchase,Windows,D,Chrome,0,0,21-May-12,01-08-2070,01-08-1972,FALSE,152.8901547,5
Non-Purchase,Mac,D,Safari,0,0,22-May-12,01-09-2070,01-09-1972,FALSE,391.0957294,6
Non-Purchase,Windows,D,Chrome,0,0,23-May-12,01-10-2070,01-10-1972,FALSE,105.7655699,7
Non-Purchase,iOS,T,Safari,0,0,24-May-12,01-11-2070,01-11-1972,FALSE,717.9967685,2
Non-Purchase,iOS,T,Safari,0,0,25-May-12,01-12-2070,01-12-1972,FALSE,475.4038793,10
Non-Purchase,iOS,T,Safari,0,0,26-May-12,01-01-2071,01-01-1973,FALSE,1.477901998,8
Non-Purchase,Windows,D,MSIE,0,0,27-May-12,01-02-2071,01-02-1973,FALSE,160.0250368,3
Non-Purchase,Windows,D,Firefox,0,0,28-May-12,01-03-2071,01-03-1973,FALSE,537.9160338,5
Non-Purchase,Windows,D,Firefox,0,0,29-May-12,01-04-2071,01-04-1973,FALSE,107.6478805,2
Non-Purchase,Windows,D,Chrome,0,0,30-May-12,01-05-2071,01-05-1973,FALSE,545.4777703,18
Non-Purchase,Windows,D,MSIE,0,0,31-May-12,01-06-2071,01-06-1973,FALSE,647.0500461,5
Non-Purchase,Android,T,Chrome,0,0,01-Jun-12,01-07-2071,01-07-1973,FALSE,435.4445436,3
Non-Purchase,iOS,T,Safari,0,0,02-Jun-12,01-08-2071,01-08-1973,FALSE,428.5225671,3
Non-Purchase,Windows,D,MSIE,0,0,03-Jun-12,01-09-2071,01-09-1973,FALSE,313.3831142,4
Non-Purchase,Windows,D,Firefox,0,0,04-Jun-12,01-10-2071,01-10-1973,FALSE,505.1823209,9
Non-Purchase,iOS,T,Safari,0,0,05-Jun-12,01-11-2071,01-11-1973,FALSE,124.339522,7
Non-Purchase,Android,T,Others,0,0,06-Jun-12,01-12-2071,01-12-1973,FALSE,440.7435319,4
Purchase,Windows,D,Chrome,1,1,07-Jun-12,01-01-2072,01-01-1974,TRUE,678.0763689,14
Non-Purchase,Android,T,Chrome,0,0,08-Jun-12,01-02-2072,01-02-1974,FALSE,410.5604133,12
Non-Purchase,Windows,D,Chrome,0,0,09-Jun-12,01-03-2072,01-03-1974,FALSE,432.8906727,9
Non-Purchase,Windows,D,MSIE,0,0,10-Jun-12,01-04-2072,01-04-1974,FALSE,714.3346317,4
Non-Purchase,Windows,D,Chrome,0,0,11-Jun-12,01-05-2072,01-05-1974,FALSE,717.3263841,4
Non-Purchase,Windows,D,Chrome,0,0,12-Jun-12,01-06-2072,01-06-1974,FALSE,507.4997723,4
Non-Purchase,Windows,D,MSIE,0,0,13-Jun-12,01-07-2072,01-07-1974,FALSE,862.9520928,32
Non-Purchase,Android,T,Firefox,0,0,14-Jun-12,01-08-2072,01-08-1974,FALSE,607.720793,4
Non-Purchase,Windows,D,MSIE,0,0,15-Jun-12,01-09-2072,01-09-1974,FALSE,61.49596707,30
Non-Purchase,Mac,D,Chrome,0,0,16-Jun-12,01-10-2072,01-10-1974,FALSE,87.67390295,19
Purchase,Mac,D,Chrome,1,1,17-Jun-12,01-11-2072,01-11-1974,TRUE,242.24297,14
Purchase,Windows,D,MSIE,1,1,18-Jun-12,01-12-2072,01-12-1974,TRUE,954.7356689,8
Non-Purchase,Windows,D,Chrome,0,0,19-Jun-12,01-01-2073,01-01-1975,FALSE,334.2637747,3
Non-Purchase,iOS,T,Safari,0,0,20-Jun-12,01-02-2073,01-02-1975,FALSE,951.0574904,6
Non-Purchase,Android,T,Others,0,0,21-Jun-12,01-03-2073,01-03-1975,FALSE,633.9923629,3
Non-Purchase,iOS,T,Safari,0,1,22-Jun-12,01-04-2073,01-04-1975,TRUE,464.8460346,6
Non-Purchase,Mac,D,Safari,0,0,23-Jun-12,01-05-2073,01-05-1975,FALSE,815.0901348,5
Non-Purchase,Windows,D,MSIE,0,0,24-Jun-12,01-06-2073,01-06-1975,FALSE,525.3954372,6
Non-Purchase,Windows,D,MSIE,0,0,25-Jun-12,01-07-2073,01-07-1975,FALSE,123.2211872,4
Non-Purchase,Windows,D,Chrome,0,0,26-Jun-12,01-08-2073,01-08-1975,FALSE,689.4216841,9
Non-Purchase,Windows,D,Chrome,0,0,27-Jun-12,01-09-2073,01-09-1975,FALSE,192.1025409,5
Non-Purchase,Windows,D,Chrome,0,0,28-Jun-12,01-10-2073,01-10-1975,FALSE,980.9956585,2
Non-Purchase,Windows,D,MSIE,0,0,29-Jun-12,01-11-2073,01-11-1975,FALSE,29.97287533,2
Non-Purchase,Mac,D,Safari,0,0,30-Jun-12,01-12-2073,01-12-1975,FALSE,738.7425669,7
Purchase,Mac,D,Safari,1,0,01-Jul-12,01-01-2074,01-01-1976,FALSE,765.7590735,7
Non-Purchase,Mac,D,Safari,0,1,02-Jul-12,01-02-2074,01-02-1976,TRUE,382.2419617,5
Non-Purchase,iOS,T,Safari,0,1,03-Jul-12,01-03-2074,01-03-1976,TRUE,346.2949347,5
Non-Purchase,Windows,D,Chrome,0,0,04-Jul-12,01-04-2074,01-04-1976,FALSE,356.7298165,11
Non-Purchase,Android,T,Chrome,0,0,05-Jul-12,01-05-2074,01-05-1976,FALSE,999.6671923,7
Purchase,Windows,D,MSIE,1,0,06-Jul-12,01-06-2074,01-06-1976,FALSE,881.0229741,4
Non-Purchase,Mac,D,Safari,0,0,07-Jul-12,01-07-2074,01-07-1976,FALSE,181.3368359,5
Non-Purchase,iOS,T,Safari,0,0,08-Jul-12,01-08-2074,01-08-1976,FALSE,190.7016746,3
Purchase,iOS,T,Safari,1,1,09-Jul-12,01-09-2074,01-09-1976,TRUE,897.1373499,3
Non-Purchase,Windows,D,MSIE,0,0,10-Jul-12,01-10-2074,01-10-1976,FALSE,897.6511438,10
Non-Purchase,Windows,D,Firefox,0,0,11-Jul-12,01-11-2074,01-11-1976,FALSE,44.39144956,2
Non-Purchase,iOS,T,Safari,0,0,12-Jul-12,01-12-2074,01-12-1976,FALSE,935.7908019,8
Non-Purchase,Windows,D,Chrome,0,0,13-Jul-12,01-01-2075,01-01-1977,FALSE,821.9097889,6
Non-Purchase,Windows,D,Chrome,0,0,14-Jul-12,01-02-2075,01-02-1977,FALSE,402.2788697,2
Non-Purchase,iOS,T,Chrome,0,0,15-Jul-12,01-03-2075,01-03-1977,FALSE,7.371933219,2
Non-Purchase,iOS,T,Chrome,0,0,16-Jul-12,01-04-2075,01-04-1977,FALSE,66.27705007,4
Non-Purchase,Windows,D,Chrome,0,0,17-Jul-12,01-05-2075,01-05-1977,FALSE,152.9048815,6
Non-Purchase,Windows,D,Chrome,0,0,18-Jul-12,01-06-2075,01-06-1977,FALSE,9.43657835,5
Non-Purchase,Windows,D,Firefox,0,0,19-Jul-12,01-07-2075,01-07-1977,FALSE,423.8842998,19
Non-Purchase,Windows,D,MSIE,0,0,20-Jul-12,01-08-2075,01-08-1977,FALSE,363.6196953,2
Non-Purchase,Windows,D,Chrome,0,0,21-Jul-12,01-09-2075,01-09-1977,FALSE,915.9460865,4
Non-Purchase,Windows,D,Chrome,0,0,22-Jul-12,01-10-2075,01-10-1977,FALSE,26.0332257,3
Non-Purchase,iOS,T,Safari,0,0,23-Jul-12,01-11-2075,01-11-1977,FALSE,905.3688815,2
Non-Purchase,Windows,D,Chrome,0,0,24-Jul-12,01-12-2075,01-12-1977,FALSE,880.5505689,2
Non-Purchase,iOS,T,Safari,0,0,25-Jul-12,01-01-2076,01-01-1978,FALSE,219.4389304,13
Non-Purchase,Windows,D,MSIE,0,0,26-Jul-12,01-02-2076,01-02-1978,FALSE,303.4260407,23
Non-Purchase,iOS,T,Safari,0,1,27-Jul-12,01-03-2076,01-03-1978,TRUE,748.6717125,4
Non-Purchase,iOS,T,Safari,0,0,28-Jul-12,01-04-2076,01-04-1978,FALSE,965.8183313,3
Non-Purchase,Windows,D,Chrome,0,0,29-Jul-12,01-05-2076,01-05-1978,FALSE,726.3916124,5
Non-Purchase,Windows,D,MSIE,0,0,30-Jul-12,01-06-2076,01-06-1978,FALSE,801.9698556,11
Non-Purchase,Windows,D,Chrome,0,0,31-Jul-12,01-07-2076,01-07-1978,FALSE,219.6700229,12
Non-Purchase,iOS,T,Safari,0,0,01-Aug-12,01-08-2076,01-08-1978,FALSE,235.399051,9
Non-Purchase,iOS,T,Safari,0,0,02-Aug-12,01-09-2076,01-09-1978,FALSE,40.60835057,26
Non-Purchase,Mac,D,Safari,0,0,03-Aug-12,01-10-2076,01-10-1978,FALSE,266.7777077,6
Non-Purchase,Windows,D,Chrome,0,0,04-Aug-12,01-11-2076,01-11-1978,FALSE,364.0945227,2
Non-Purchase,Windows,D,Chrome,0,0,05-Aug-12,01-12-2076,01-12-1978,FALSE,380.662192,2
Non-Purchase,Windows,D,Chrome,0,0,06-Aug-12,01-01-2077,01-01-1979,FALSE,41.2061624,21
Non-Purchase,Windows,D,Chrome,0,0,07-Aug-12,01-02-2077,01-02-1979,FALSE,295.3852571,44
Non-Purchase,iOS,T,Safari,0,0,08-Aug-12,01-03-2077,01-03-1979,FALSE,705.3105088,6
Non-Purchase,Android,T,Others,0,0,09-Aug-12,01-04-2077,01-04-1979,FALSE,154.6304945,6
Non-Purchase,Others,D,Chrome,0,0,10-Aug-12,01-05-2077,01-05-1979,FALSE,150.8368712,4
Purchase,Windows,D,Chrome,1,1,11-Aug-12,01-06-2077,01-06-1979,TRUE,893.9306548,25
Non-Purchase,Windows,D,Chrome,0,0,12-Aug-12,01-07-2077,01-07-1979,FALSE,719.262171,2
Non-Purchase,Windows,D,Chrome,0,0,13-Aug-12,01-08-2077,01-08-1979,FALSE,623.4673408,5
Non-Purchase,Windows,D,MSIE,0,0,14-Aug-12,01-09-2077,01-09-1979,FALSE,402.3278093,2
Non-Purchase,Mac,D,Chrome,0,0,15-Aug-12,01-10-2077,01-10-1979,FALSE,679.031993,2
Non-Purchase,Windows,D,MSIE,0,0,16-Aug-12,01-11-2077,01-11-1979,FALSE,976.1585356,11
Non-Purchase,Mac,D,Safari,0,0,17-Aug-12,01-12-2077,01-12-1979,FALSE,120.0755544,3
Non-Purchase,iOS,T,Safari,0,0,18-Aug-12,01-01-2078,01-01-1980,FALSE,861.5008374,5
Purchase,Windows,D,Chrome,1,0,19-Aug-12,01-02-2078,01-02-1980,FALSE,979.2389674,9
Non-Purchase,Windows,D,Firefox,0,0,20-Aug-12,01-03-2078,01-03-1980,FALSE,401.4896371,8
Non-Purchase,Windows,D,Chrome,0,0,21-Aug-12,01-04-2078,01-04-1980,FALSE,106.2653433,33
Non-Purchase,Mac,D,Safari,0,0,22-Aug-12,01-05-2078,01-05-1980,FALSE,616.121668,7
Non-Purchase,Mac,D,Safari,0,0,23-Aug-12,01-06-2078,01-06-1980,FALSE,425.1981085,4
Non-Purchase,iOS,T,Safari,0,0,24-Aug-12,01-07-2078,01-07-1980,FALSE,205.510577,3
Non-Purchase,Windows,D,MSIE,0,0,25-Aug-12,01-08-2078,01-08-1980,FALSE,643.0581981,6
Non-Purchase,Windows,D,MSIE,0,0,26-Aug-12,01-09-2078,01-09-1980,FALSE,160.0314897,3
Non-Purchase,Android,T,Chrome,0,0,27-Aug-12,01-10-2078,01-10-1980,FALSE,695.0829563,2
Non-Purchase,Windows,D,Chrome,0,0,28-Aug-12,01-11-2078,01-11-1980,FALSE,171.8032488,7
Non-Purchase,Windows,D,Firefox,0,0,29-Aug-12,01-12-2078,01-12-1980,FALSE,787.2813419,31
